index	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_706	1420803	+	888	RNA	RhoDep	1421488.0	1421566.0	-8.64286	[['motif_0', 30, 0.00125]]	1420803.0	1421716.0	914.0	914.0	antisense_706_ss.jpg
antisense_707	1422188	+	888	RNA	RhoDep	1422488.0	1422566.0	-5.35	[['motif_0', 29, 0.00157]]	1422323.0	1422716.0	394.0	529.0	antisense_707_ss.jpg
antisense_708	1426771	+	500	COD	RhoDep	1427265.0	1427343.0	NA	[['motif_0', 29, 0.00125]]	1426779.0	1427493.0	715.0	723.0	
antisense_709	1427271	+	888	RNA	RhoDep	1427673.0	1427751.0	-7.57857	[['motif_0', 26, 0.00396]]	1427273.0	1427901.0	629.0	631.0	antisense_709_ss.jpg
antisense_712	1433605	+	888	RNA	NA	NA	NA	-0.557143	NA	1433650.0	1433682.0	33.0	78.0	antisense_712_ss.jpg
antisense_716	1440114	+	189	RNA	NA	NA	NA	-0.128571	[['motif_0', 28, 0.000363]]	1440133.0	1440144.0	12.0	31.0	antisense_716_ss.jpg
antisense_717	1440303	+	888	RNA	RhoDep	1441167.0	1441245.0	-15.2786	[['motif_0', 31, 0.000537]]	1440304.0	1441395.0	1092.0	1093.0	antisense_717_ss.jpg
antisense_718	1446256	+	380	COD	RhoDep	1446396.0	1446474.0	NA	NA	1446268.0	1446624.0	357.0	369.0	
antisense_719	1446636	+	354	RNA	Intrinsic	1446961.0	1446986.0	-3.6642900000000003	[['motif_0', 14, 0.0006889999999999999]]	1446881.0	1446986.0	106.0	351.0	antisense_719_ss.jpg
antisense_720	1450465	+	888	RNA	Intrinsic	1450765.0	1450787.0	-3.94286	[['motif_0', 30, 0.000363]]	1450466.0	1450787.0	322.0	323.0	antisense_720_ss.jpg
antisense_722	1453206	+	888	RNA	RhoDep	1453580.0	1453658.0	-9.77143	[['motif_0', 29, 0.000472]]	1453291.0	1453808.0	518.0	603.0	antisense_722_ss.jpg
antisense_723	1457530	+	888	RNA	NA	NA	NA	-1.7571400000000001	[['motif_0', 28, 0.0024100000000000002]]	1457768.0	1457797.0	30.0	268.0	antisense_723_ss.jpg
antisense_724	1462517	+	873	RNA	RhoDep	1462836.0	1462914.0	-8.692860000000001	[['motif_0', 29, 8.37e-05]]	1462751.0	1463064.0	314.0	548.0	antisense_724_ss.jpg
antisense_727	1472877	+	888	RNA	RhoDep	1473665.0	1473743.0	-10.4214	[['motif_0', 29, 0.00157]]	1473227.0	1473893.0	667.0	1017.0	antisense_727_ss.jpg
antisense_728	1476997	+	888	RNA	RhoDep	1477536.0	1477614.0	-7.891430000000001	[['motif_0', 30, 0.00157]]	1477056.0	1477764.0	709.0	768.0	antisense_728_ss.jpg
antisense_729	1484786	+	428	RNA	NA	NA	NA	-5.10714	NA	1485131.0	1485163.0	33.0	378.0	antisense_729_ss.jpg
antisense_730	1485214	+	708	RNA	NA	NA	NA	-8.96429	[['motif_0', 24, 0.0032600000000000003]]	1485214.0	1485921.0	708.0	708.0	antisense_730_ss.jpg
antisense_731	1485922	+	888	COD	RhoDep	1486426.0	1486504.0	NA	[['motif_0', 30, 0.000157]]	1485937.0	1486654.0	718.0	733.0	
antisense_732	1487763	+	204	RNA	NA	NA	NA	-1.02857	NA	1487885.0	1487899.0	15.0	137.0	antisense_732_ss.jpg
antisense_733	1487967	+	563	RNA	NA	NA	NA	-5.1357099999999996	[['motif_3', 26, 4.53e-06]]	1488458.0	1488484.0	27.0	518.0	antisense_733_ss.jpg
antisense_734	1488530	+	552	RNA	NA	NA	NA	-6.69143	[['motif_0', 29, 0.0011099999999999999]]	1488530.0	1489081.0	552.0	552.0	antisense_734_ss.jpg
antisense_735	1489082	+	234	RNA	NA	NA	NA	-0.2	[['motif_0', 31, 0.0006889999999999999]]	1489170.0	1489187.0	18.0	106.0	antisense_735_ss.jpg
antisense_736	1489316	+	331	RNA	NA	NA	NA	-0.55	[['motif_0', 29, 0.000277]]	1489393.0	1489407.0	15.0	92.0	antisense_736_ss.jpg
antisense_738	1495324	+	437	RNA	NA	NA	NA	-4.12857	[['motif_0', 32, 0.0036]]	1495600.0	1495689.0	90.0	366.0	antisense_738_ss.jpg
antisense_740	1495761	+	888	RNA	RhoDep	1496526.0	1496604.0	-9.40714	[['motif_0', 29, 0.000779]]	1495933.0	1496754.0	822.0	994.0	antisense_740_ss.jpg
antisense_757	1531254	+	183	RNA	NA	NA	NA	-1.0428600000000001	[['motif_0', 15, 0.0024100000000000002]]	1531331.0	1531405.0	75.0	152.0	antisense_757_ss.jpg
antisense_758	1531437	+	888	RNA	RhoDep	1531902.0	1531980.0	-6.75	NA	1531437.0	1532130.0	694.0	694.0	antisense_758_ss.jpg
antisense_766	1536458	+	888	COD	RhoDep	1537249.0	1537327.0	NA	[['motif_0', 30, 0.00157]]	1536511.0	1537477.0	967.0	1020.0	
antisense_771	1556348	+	445	RNA	NA	NA	NA	-3.6	NA	1556595.0	1556648.0	54.0	301.0	antisense_771_ss.jpg
antisense_776	1566185	+	888	RNA	RhoDep	1566892.0	1566970.0	-13.8429	NA	1566185.0	1567120.0	936.0	936.0	antisense_776_ss.jpg
antisense_778	1567127	+	320	RNA	NA	NA	NA	-4.2714300000000005	NA	1567270.0	1567332.0	63.0	206.0	antisense_778_ss.jpg
antisense_779	1567447	+	888	RNA	NA	NA	NA	-4.92857	[['motif_0', 29, 0.00267]]	1567867.0	1567905.0	39.0	459.0	antisense_779_ss.jpg
antisense_780	1568739	+	143	RNA	NA	NA	NA	-0.392857	NA	1568759.0	1568782.0	24.0	44.0	antisense_780_ss.jpg
antisense_781	1568882	+	88	RNA	NA	NA	NA	-0.164286	[['motif_0', 6, 0.0008789999999999999]]	1568901.0	1568915.0	15.0	34.0	antisense_781_ss.jpg
antisense_782	1568970	+	888	COD	RhoDep	1569855.0	1569933.0	NA	NA	1569083.0	1570083.0	1001.0	1114.0	
antisense_784	1573670	+	888	RNA	NA	NA	NA	-8.014289999999999	[['motif_0', 28, 1.1599999999999999e-05]]	1574498.0	1574509.0	12.0	840.0	antisense_784_ss.jpg
antisense_785	1574840	+	888	RNA	NA	NA	NA	-11.5571	[['motif_0', 29, 4.13e-05]]	1575607.0	1575690.0	84.0	851.0	antisense_785_ss.jpg
antisense_786	1577522	+	888	COD	RhoDep	1578211.0	1578289.0	NA	[['motif_0', 28, 0.000779]]	1577525.0	1578439.0	915.0	918.0	
antisense_787	1579305	+	888	RNA	NA	NA	NA	-4.95	[['motif_0', 29, 9.08e-06]]	1579667.0	1579705.0	39.0	401.0	antisense_787_ss.jpg
antisense_790	1582465	+	888	RNA	RhoDep	1583210.0	1583288.0	-13.5714	NA	1583146.0	1583438.0	293.0	974.0	antisense_790_ss.jpg
antisense_791	1588879	+	888	COD	RhoDep	1589617.0	1589695.0	NA	NA	1588946.0	1589845.0	900.0	967.0	
antisense_792	1596574	+	888	RNA	RhoDep	1597183.0	1597261.0	-12.0357	[['motif_0', 28, 0.000157]]	1596935.0	1597411.0	477.0	838.0	antisense_792_ss.jpg
antisense_796	1609455	+	548	RNA	NA	NA	NA	-3.3	NA	1609670.0	1609732.0	63.0	278.0	antisense_796_ss.jpg
antisense_797	1613794	+	888	RNA	NA	NA	NA	-10.8929	[['motif_0', 30, 0.000277]]	1614494.0	1614595.0	102.0	802.0	antisense_797_ss.jpg
antisense_798	1615004	+	888	RNA	RhoDep	1615427.0	1615505.0	-8.7	[['motif_0', 29, 9.85e-05]]	1615211.0	1615655.0	445.0	652.0	antisense_798_ss.jpg
antisense_799	1616530	+	25	RNA	NA	NA	NA	0.0	[['motif_0', 17, 0.00031800000000000003]]	1616533.0	1616541.0	9.0	12.0	antisense_799_ss.jpg
antisense_0	857	-	857	RNA	NA	NA	NA	-2.35833	[['motif_0', 30, 0.0008789999999999999]]	698.0	796.0	99.0	160.0	antisense_0_ss.jpg
antisense_1	1036	-	179	RNA	RhoDep	890.0	968.0	-4.625	[['motif_0', 30, 0.000779]]	740.0	1020.0	281.0	297.0	antisense_1_ss.jpg
antisense_2	2199	-	888	RNA	NA	NA	NA	-7.433330000000001	[['motif_0', 29, 0.0014]]	1664.0	1699.0	36.0	536.0	antisense_2_ss.jpg
antisense_3	2398	-	199	RNA	NA	NA	NA	-1.3	[['motif_0', 29, 0.0024100000000000002]]	2271.0	2291.0	21.0	128.0	antisense_3_ss.jpg
antisense_4	4463	-	792	COD	RhoDep	3729.0	3807.0	NA	[['motif_0', 29, 0.00041500000000000006]]	3579.0	4251.0	673.0	885.0	
antisense_5	11810	-	888	COD	RhoDep	11148.0	11226.0	NA	[['motif_0', 29, 0.0014]]	10998.0	11638.0	641.0	813.0	
antisense_6	12083	-	273	COD	NA	NA	NA	NA	[['motif_0', 29, 3.41e-05]]	11825.0	12040.0	216.0	259.0	
antisense_7	13410	-	888	RNA	Intrinsic	12519.0	12533.0	-9.44167	[['motif_0', 30, 4.970000000000001e-05]]	12519.0	12609.0	91.0	892.0	antisense_7_ss.jpg
antisense_8	14046	-	636	RNA	NA	NA	NA	-1.0	[['motif_0', 29, 4.970000000000001e-05]]	13864.0	13884.0	21.0	183.0	antisense_8_ss.jpg
antisense_9	14205	-	159	RNA	NA	NA	NA	-0.075	NA	14172.0	14198.0	27.0	34.0	antisense_9_ss.jpg
antisense_14	18467	-	888	RNA	RhoDep	17715.0	17793.0	-14.7846	NA	17565.0	18245.0	681.0	903.0	antisense_14_ss.jpg
antisense_19	36099	-	888	RNA	RhoDepWithHP	35370.0	35538.0	-9.28769	[['motif_4', 8, 1.6399999999999998e-08]]	35370.0	35800.0	431.0	730.0	antisense_19_ss.jpg
antisense_20	37461	-	888	RNA	RhoDep	36714.0	36792.0	-10.3154	NA	36564.0	37035.0	472.0	898.0	antisense_20_ss.jpg
antisense_21	40236	-	888	RNA	RhoDep	39489.0	39567.0	-18.4692	[['motif_1', 8, 5.35e-14]]	39339.0	39894.0	556.0	898.0	antisense_21_ss.jpg
antisense_23	49707	-	888	RNA	Intrinsic	49348.0	49368.0	-4.62308	NA	49348.0	49707.0	360.0	360.0	antisense_23_ss.jpg
antisense_24	50488	-	781	RNA	RhoDep	50244.0	50322.0	-5.5307699999999995	[['motif_0', 30, 0.00295]]	50094.0	50488.0	395.0	395.0	antisense_24_ss.jpg
antisense_25	60022	-	888	RNA	Intrinsic	59826.0	59843.0	-1.74615	NA	59826.0	60022.0	197.0	197.0	antisense_25_ss.jpg
antisense_26	61283	-	888	RNA	Intrinsic	60605.0	60615.0	-7.86154	[['motif_0', 30, 0.00157]]	60605.0	61283.0	679.0	679.0	antisense_26_ss.jpg
antisense_27	62366	-	888	RNA	NA	NA	NA	-7.88462	NA	61479.0	62366.0	888.0	888.0	antisense_27_ss.jpg
antisense_28	62571	-	205	RNA	NA	NA	NA	-2.27692	[['motif_0', 28, 0.00031800000000000003]]	62414.0	62431.0	18.0	158.0	antisense_28_ss.jpg
antisense_32	71243	-	888	RNA	RhoDep	70320.0	70398.0	-13.8538	[['motif_0', 28, 0.0014]]	70170.0	71243.0	1074.0	1074.0	antisense_32_ss.jpg
antisense_33	72468	-	888	RNA	RhoDep	72040.0	72118.0	-8.94615	[['motif_0', 29, 0.000991]]	71890.0	72138.0	249.0	579.0	antisense_33_ss.jpg
antisense_34	73018	-	550	RNA	RhoDep	72781.0	72859.0	-5.46154	[['motif_3', 5, 1.12e-06]]	72631.0	72900.0	270.0	388.0	antisense_34_ss.jpg
antisense_40	77863	-	721	RNA	RhoDep	77330.0	77408.0	-10.7692	NA	77180.0	77863.0	684.0	684.0	antisense_40_ss.jpg
antisense_41	78029	-	166	COD	NA	NA	NA	NA	[['motif_0', 29, 0.0008789999999999999]]	77894.0	78012.0	119.0	136.0	
antisense_42	79023	-	888	COD	RhoDep	78574.0	78652.0	NA	NA	78424.0	78943.0	520.0	600.0	
antisense_49	92723	-	888	RNA	RhoDep	92643.0	92721.0	-2.32308	NA	92493.0	92723.0	231.0	231.0	antisense_49_ss.jpg
antisense_54	102359	-	616	RNA	Intrinsic	102019.0	102030.0	-4.64615	[['motif_0', 29, 0.0036]]	102019.0	102114.0	96.0	341.0	antisense_54_ss.jpg
antisense_56	103114	-	755	COD	RhoDep	102676.0	102754.0	NA	[['motif_0', 1, 0.00175]]	102526.0	102997.0	472.0	589.0	
antisense_57	103935	-	821	RNA	NA	NA	NA	-7.461539999999999	NA	103356.0	103448.0	93.0	580.0	antisense_57_ss.jpg
antisense_59	114730	-	888	RNA	RhoDep	113783.0	113861.0	-16.5692	NA	113633.0	114653.0	1021.0	1098.0	antisense_59_ss.jpg
antisense_60	115585	-	855	RNA	RhoDep	114902.0	114980.0	-11.9308	[['motif_0', 29, 0.00217]]	114752.0	115558.0	807.0	834.0	antisense_60_ss.jpg
antisense_61	119739	-	888	COD	RhoDep	118990.0	119068.0	NA	NA	118840.0	119712.0	873.0	900.0	
antisense_62	119958	-	219	RNA	RhoDep	119752.0	119830.0	-4.81538	NA	119602.0	119925.0	324.0	357.0	antisense_62_ss.jpg
antisense_63	122674	-	888	COD	Intrinsic	121978.0	121988.0	NA	[['motif_0', 29, 0.00021]]	121978.0	122613.0	636.0	697.0	
antisense_64	123679	-	888	RNA	NA	NA	NA	-15.2846	NA	122792.0	123673.0	882.0	888.0	antisense_64_ss.jpg
antisense_65	128679	-	888	RNA	Intrinsic	128093.0	128118.0	-7.461539999999999	NA	128093.0	128497.0	405.0	587.0	antisense_65_ss.jpg
antisense_66	135623	-	888	RNA	RhoDep	134967.0	135045.0	-9.60769	[['motif_0', 31, 0.000363]]	134817.0	135202.0	386.0	807.0	antisense_66_ss.jpg
antisense_70	143490	-	299	RNA	NA	NA	NA	-2.43077	NA	143229.0	143255.0	27.0	262.0	antisense_70_ss.jpg
antisense_71	144400	-	888	RNA	RhoDep	143601.0	143679.0	-11.3231	NA	143451.0	143899.0	449.0	950.0	antisense_71_ss.jpg
antisense_72	153577	-	888	RNA	RhoDep	152841.0	152919.0	-10.2469	[['motif_0', 29, 0.0036]]	152691.0	153577.0	887.0	887.0	antisense_72_ss.jpg
antisense_73	158456	-	888	RNA	RhoDep	157760.0	157838.0	-12.6	[['motif_0', 29, 0.000135]]	157610.0	158456.0	847.0	847.0	antisense_73_ss.jpg
antisense_74	159909	-	888	RNA	NA	NA	NA	-11.0615	[['motif_0', 29, 7.070000000000001e-05]]	159117.0	159194.0	78.0	793.0	antisense_74_ss.jpg
antisense_79	177862	-	888	RNA	NA	NA	NA	-8.78462	[['motif_0', 29, 0.00396]]	177183.0	177242.0	60.0	680.0	antisense_79_ss.jpg
antisense_84	184775	-	888	RNA	Intrinsic	184492.0	184516.0	-4.11538	[['motif_0', 29, 0.00125]]	184492.0	184730.0	239.0	284.0	antisense_84_ss.jpg
antisense_90	196909	-	888	COD	RhoDep	196074.0	196152.0	NA	NA	195924.0	196909.0	986.0	986.0	
antisense_94	203821	-	599	RNA	NA	NA	NA	-5.1569199999999995	NA	203223.0	203821.0	599.0	599.0	antisense_94_ss.jpg
antisense_95	203979	-	158	RNA	NA	NA	NA	-0.99	[['motif_0', 30, 0.000472]]	203848.0	203937.0	90.0	132.0	antisense_95_ss.jpg
antisense_96	204644	-	665	COD	NA	NA	NA	NA	[['motif_0', 28, 0.000363]]	204023.0	204634.0	612.0	622.0	
antisense_97	207713	-	888	COD	NA	NA	NA	NA	NA	206993.0	207703.0	711.0	721.0	
antisense_98	211034	-	888	RNA	RhoDep	210077.0	210155.0	-14.5	[['motif_0', 5, 0.0032600000000000003]]	209927.0	211030.0	1104.0	1108.0	antisense_98_ss.jpg
antisense_99	211559	-	525	RNA	NA	NA	NA	-6.43077	[['motif_0', 29, 2.85e-08]]	211035.0	211559.0	525.0	525.0	antisense_99_ss.jpg
antisense_104	227277	-	888	RNA	RhoDep	226699.0	226777.0	-7.63571	NA	226549.0	226954.0	406.0	729.0	antisense_104_ss.jpg
antisense_108	232344	-	514	RNA	RhoDep	231853.0	231931.0	-9.25	[['motif_0', 29, 0.000242]]	231703.0	232286.0	584.0	642.0	antisense_108_ss.jpg
antisense_110	234916	-	462	RNA	RhoDep	234633.0	234711.0	-4.528569999999999	[['motif_0', 28, 0.0032600000000000003]]	234483.0	234818.0	336.0	434.0	antisense_110_ss.jpg
antisense_111	235559	-	643	RNA	NA	NA	NA	-5.12143	NA	235262.0	235363.0	102.0	298.0	antisense_111_ss.jpg
antisense_113	240490	-	289	RNA	NA	NA	NA	-0.164286	NA	240424.0	240456.0	33.0	67.0	antisense_113_ss.jpg
antisense_114	240552	-	62	RNA	NA	NA	NA	-0.0285714	[['motif_0', 29, 0.000991]]	240497.0	240508.0	12.0	56.0	antisense_114_ss.jpg
antisense_115	241002	-	450	RNA	NA	NA	NA	-3.0142900000000004	[['motif_0', 28, 0.00175]]	240728.0	240790.0	63.0	275.0	antisense_115_ss.jpg
antisense_116	242894	-	888	RNA	Intrinsic	242357.0	242377.0	-6.3642900000000004	[['motif_0', 28, 0.00157]]	242357.0	242541.0	185.0	538.0	antisense_116_ss.jpg
antisense_120	255828	-	888	RNA	RhoDep	255312.0	255390.0	-7.035710000000001	[['motif_0', 14, 0.00267]]	255162.0	255708.0	547.0	667.0	antisense_120_ss.jpg
antisense_121	257099	-	888	RNA	NA	NA	NA	-6.45714	[['motif_0', 29, 7.05e-06]]	256438.0	256539.0	102.0	662.0	antisense_121_ss.jpg
antisense_123	261821	-	888	COD	RhoDepWithHP	261014.0	261117.0	NA	NA	261014.0	261816.0	803.0	808.0	
antisense_124	264166	-	888	RNA	RhoDep	263703.0	263781.0	-7.778569999999999	[['motif_0', 30, 8.37e-05]]	263553.0	264137.0	585.0	614.0	antisense_124_ss.jpg
antisense_125	264438	-	272	COD	Intrinsic	264386.0	264418.0	NA	NA	264386.0	264437.0	52.0	53.0	
antisense_138	283753	-	345	RNA	NA	NA	NA	-0.464286	[['motif_0', 29, 0.000277]]	283713.0	283745.0	33.0	41.0	antisense_138_ss.jpg
antisense_139	284433	-	680	RNA	NA	NA	NA	-7.764289999999999	[['motif_0', 1, 0.000277]]	283892.0	283930.0	39.0	542.0	antisense_139_ss.jpg
antisense_142	289030	-	888	RNA	RhoDep	288445.0	288523.0	-8.64286	[['motif_0', 30, 0.00011499999999999999]]	288295.0	289028.0	734.0	736.0	antisense_142_ss.jpg
antisense_143	291513	-	888	RNA	RhoDep	290570.0	290648.0	-15.4857	NA	290420.0	291513.0	1094.0	1094.0	antisense_143_ss.jpg
antisense_144	295639	-	888	RNA	NA	NA	NA	-7.35	[['motif_0', 29, 5.9499999999999996e-05]]	294945.0	295013.0	69.0	695.0	antisense_144_ss.jpg
antisense_145	297847	-	888	RNA	RhoDep	297194.0	297272.0	-8.52143	[['motif_0', 29, 0.000157]]	297044.0	297724.0	681.0	804.0	antisense_145_ss.jpg
antisense_146	300880	-	888	RNA	RhoDep	300140.0	300218.0	-10.7857	[['motif_0', 29, 5.9499999999999996e-05]]	299990.0	300880.0	891.0	891.0	antisense_146_ss.jpg
antisense_147	301250	-	370	COD	NA	NA	NA	NA	NA	300886.0	301236.0	351.0	365.0	
antisense_151	321322	-	888	RNA	NA	NA	NA	-7.042860000000001	[['motif_0', 8, 0.00041500000000000006]]	320810.0	320839.0	30.0	513.0	antisense_151_ss.jpg
antisense_152	321532	-	210	COD	RhoDep	321314.0	321392.0	NA	[['motif_0', 29, 1.1599999999999999e-05]]	321164.0	321522.0	359.0	369.0	
antisense_153	325826	-	888	RNA	RhoDep	325027.0	325105.0	-11.0786	NA	324877.0	325823.0	947.0	950.0	antisense_153_ss.jpg
antisense_154	326016	-	190	RNA	NA	NA	NA	-1.2928600000000001	[['motif_0', 29, 0.000991]]	325880.0	325951.0	72.0	137.0	antisense_154_ss.jpg
antisense_162	346084	-	888	RNA	RhoDep	345861.0	345939.0	-4.14286	NA	345711.0	345961.0	251.0	374.0	antisense_162_ss.jpg
antisense_163	348080	-	888	RNA	RhoDep	347440.0	347518.0	-7.92143	NA	347290.0	347843.0	554.0	791.0	antisense_163_ss.jpg
antisense_164	348872	-	792	RNA	NA	NA	NA	-8.58571	[['motif_0', 29, 0.0011099999999999999]]	348108.0	348806.0	699.0	765.0	antisense_164_ss.jpg
antisense_165	349469	-	597	RNA	Intrinsic	348939.0	348951.0	-5.45	[['motif_0', 29, 5.9499999999999996e-05]]	348939.0	349469.0	531.0	531.0	antisense_165_ss.jpg
antisense_167	358052	-	888	RNA	RhoDep	357857.0	357935.0	-2.8	[['motif_0', 29, 9.85e-05]]	357707.0	358044.0	338.0	346.0	antisense_167_ss.jpg
antisense_168	360081	-	888	RNA	NA	NA	NA	-6.9428600000000005	[['motif_0', 30, 0.00267]]	359518.0	359598.0	81.0	564.0	antisense_168_ss.jpg
antisense_176	373574	-	888	RNA	Intrinsic	373218.0	373246.0	-4.01429	[['motif_0', 30, 4.970000000000001e-05]]	373218.0	373568.0	351.0	357.0	antisense_176_ss.jpg
antisense_178	379393	-	888	COD	RhoDep	378452.0	378530.0	NA	[['motif_0', 29, 0.00477]]	378302.0	379162.0	861.0	1092.0	
antisense_179	379713	-	320	RNA	NA	NA	NA	-1.55	[['motif_0', 30, 0.000182]]	379545.0	379562.0	18.0	169.0	antisense_179_ss.jpg
antisense_181	381071	-	888	RNA	RhoDep	380434.0	380512.0	-8.707139999999999	[['motif_0', 29, 0.0024100000000000002]]	380284.0	381071.0	788.0	788.0	antisense_181_ss.jpg
antisense_182	381912	-	841	RNA	RhoDep	381603.0	381681.0	-4.2714300000000005	[['motif_0', 28, 0.000779]]	381453.0	381912.0	460.0	460.0	antisense_182_ss.jpg
antisense_183	385752	-	888	COD	RhoDep	385001.0	385079.0	NA	NA	384851.0	385742.0	892.0	902.0	
antisense_184	393772	-	552	RNA	NA	NA	NA	-0.785714	[['motif_0', 30, 0.00477]]	393656.0	393703.0	48.0	117.0	antisense_184_ss.jpg
antisense_185	394675	-	888	RNA	RhoDep	394369.0	394447.0	-4.69286	[['motif_0', 17, 0.000135]]	394219.0	394675.0	457.0	457.0	antisense_185_ss.jpg
antisense_186	407545	-	888	COD	RhoDep	407232.0	407310.0	NA	NA	407082.0	407527.0	446.0	464.0	
antisense_188	415385	-	888	RNA	NA	NA	NA	-0.571429	[['motif_0', 29, 0.0008789999999999999]]	415352.0	415375.0	24.0	34.0	antisense_188_ss.jpg
antisense_189	416005	-	620	RNA	RhoDep	415846.0	415924.0	-3.6071400000000002	NA	415696.0	416001.0	306.0	310.0	antisense_189_ss.jpg
antisense_191	420066	-	888	RNA	RhoDep	419499.0	419577.0	-7.10071	NA	419349.0	420065.0	717.0	718.0	antisense_191_ss.jpg
antisense_195	426705	-	888	RNA	NA	NA	NA	-8.57143	NA	425843.0	425872.0	30.0	863.0	antisense_195_ss.jpg
antisense_196	431585	-	888	RNA	NA	NA	NA	-12.7214	[['motif_0', 29, 0.000277]]	430697.0	430744.0	48.0	889.0	antisense_196_ss.jpg
antisense_197	436580	-	888	RNA	NA	NA	NA	-11.5571	[['motif_3', 6, 6.04e-06]]	435805.0	435894.0	90.0	776.0	antisense_197_ss.jpg
antisense_198	437371	-	791	RNA	RhoDep	436614.0	436692.0	-12.0357	[['motif_0', 29, 4.970000000000001e-05]]	436464.0	437369.0	906.0	908.0	antisense_198_ss.jpg
antisense_199	442042	-	888	COD	RhoDep	441619.0	441697.0	NA	NA	441469.0	442031.0	563.0	574.0	
antisense_200	448573	-	888	RNA	RhoDep	448350.0	448428.0	-4.3	[['motif_0', 29, 1.2e-06]]	448200.0	448528.0	329.0	374.0	antisense_200_ss.jpg
antisense_201	452815	-	888	RNA	RhoDep	452021.0	452099.0	-12.7571	[['motif_0', 29, 7.070000000000001e-05]]	451871.0	452239.0	369.0	945.0	antisense_201_ss.jpg
antisense_202	456241	-	888	RNA	RhoDep	455495.0	455573.0	-9.49643	[['motif_0', 29, 4.970000000000001e-05]]	455345.0	456231.0	887.0	897.0	antisense_202_ss.jpg
antisense_204	459150	-	888	RNA	RhoDep	458788.0	458866.0	-7.4428600000000005	[['motif_0', 31, 0.00217], ['motif_2', 11, 2.25e-11]]	458638.0	459150.0	513.0	513.0	antisense_204_ss.jpg
antisense_205	459379	-	229	RNA	NA	NA	NA	-3.3	[['motif_0', 28, 0.00267]]	459156.0	459188.0	33.0	224.0	antisense_205_ss.jpg
antisense_206	461189	-	888	RNA	Intrinsic	460336.0	460377.0	-10.4143	NA	460336.0	461189.0	854.0	854.0	antisense_206_ss.jpg
antisense_207	461879	-	690	RNA	RhoDep	461557.0	461635.0	-6.28571	[['motif_0', 28, 0.0008789999999999999], ['motif_3', 9, 4.13e-06]]	461407.0	461879.0	473.0	473.0	antisense_207_ss.jpg
antisense_208	462020	-	141	RNA	NA	NA	NA	-1.36429	[['motif_3', 2, 1.29e-05], ['motif_4', 19, 3.5000000000000003e-10]]	461905.0	461958.0	54.0	116.0	antisense_208_ss.jpg
antisense_212	469807	-	888	RNA	RhoDep	468974.0	469052.0	-12.6643	[['motif_0', 29, 0.00125]]	468824.0	469803.0	980.0	984.0	antisense_212_ss.jpg
antisense_213	470922	-	888	COD	RhoDep	470775.0	470853.0	NA	[['motif_0', 29, 0.00175]]	470625.0	470891.0	267.0	298.0	
antisense_214	471911	-	888	RNA	RhoDep	471590.0	471668.0	-5.5	[['motif_0', 30, 9.08e-06]]	471440.0	471808.0	369.0	472.0	antisense_214_ss.jpg
antisense_217	479468	-	888	RNA	NA	NA	NA	-9.47143	[['motif_0', 31, 0.0006889999999999999]]	478597.0	479463.0	867.0	872.0	antisense_217_ss.jpg
antisense_218	483117	-	888	RNA	RhoDepWithHP	482224.0	482451.0	-10.1714	[['motif_0', 29, 0.00011499999999999999]]	482224.0	483055.0	832.0	894.0	antisense_218_ss.jpg
antisense_223	489435	-	362	RNA	NA	NA	NA	-2.52643	[['motif_0', 29, 0.00175]]	489137.0	489151.0	15.0	299.0	antisense_223_ss.jpg
antisense_224	491278	-	888	RNA	NA	NA	NA	-9.33571	[['motif_0', 29, 0.0036]]	490419.0	491278.0	860.0	860.0	antisense_224_ss.jpg
antisense_225	493769	-	888	RNA	RhoDep	493084.0	493162.0	-9.87143	[['motif_0', 29, 0.00125]]	492934.0	493168.0	235.0	836.0	antisense_225_ss.jpg
antisense_226	495068	-	888	COD	RhoDep	494349.0	494427.0	NA	[['motif_0', 29, 0.000182]]	494199.0	495067.0	869.0	870.0	
antisense_227	499532	-	888	RNA	RhoDep	498655.0	498733.0	-13.5	[['motif_0', 28, 0.00125]]	498505.0	499532.0	1028.0	1028.0	antisense_227_ss.jpg
antisense_228	500130	-	598	RNA	NA	NA	NA	-2.25714	[['motif_0', 30, 0.0006889999999999999]]	499896.0	499916.0	21.0	235.0	antisense_228_ss.jpg
antisense_229	501520	-	888	RNA	RhoDep	500572.0	500650.0	-10.9786	[['motif_0', 29, 0.00041500000000000006]]	500422.0	500886.0	465.0	1099.0	antisense_229_ss.jpg
antisense_230	504453	-	888	RNA	NA	NA	NA	-4.82857	[['motif_0', 28, 0.000472]]	503899.0	503934.0	36.0	555.0	antisense_230_ss.jpg
antisense_231	506645	-	888	RNA	RhoDep	506370.0	506448.0	-4.70714	[['motif_0', 29, 2.28e-06], ['motif_3', 6, 1.44e-06]]	506220.0	506645.0	426.0	426.0	antisense_231_ss.jpg
antisense_232	506802	-	157	COD	RhoDep	506685.0	506763.0	NA	NA	506535.0	506776.0	242.0	268.0	
antisense_233	509713	-	888	RNA	RhoDep	508766.0	508844.0	-12.7643	NA	508616.0	508964.0	349.0	1098.0	antisense_233_ss.jpg
